synopsis_plagiarism_similarity,title_length,description_length,synopsis_length,title_word_count,description_word_count,synopsis_word_count,title_sentiment,description_sentiment,synopsis_sentiment,description_readability,synopsis_readability,num_locations,rehearsal_to_shooting_days,production_duration_months,num_crew_roles,avg_crew_compensation,max_crew_compensation,pct_negotiable_crew,num_casting_roles,num_male_roles,num_female_roles,num_nonbinary_roles,gender_diversity_score,avg_casting_compensation,max_casting_compensation,pct_negotiable_casting,age_range_diversity,casting_description_sentiment,project_duration_days,project_year,project_month,project_type_id,package_type_of_user,has_major_city,is_summer_production,is_winter_production,has_director,has_assistant_director,has_child_actors,is_holiday_season,review_status
0.19,31.0,101.0,113.0,3.0,15.0,16.0,0.5719,0.3182,0.6597,38.20000000000002,60.01250000000002,1.0,24.0,3.0,4.0,21000.0,21000.0,75.0,4.0,2.0,1.0,1.0,0.625,22000.0,22000.0,75.0,3.0,-0.12495000000000002,112.0,2025.0,1.0,TV,free,True,False,True,False,False,False,True,Approved
0.62,36.0,130.0,118.0,3.0,18.0,18.0,0.0,0.296,0.9042,36.245000000000005,45.64500000000001,2.0,21.0,2.0,4.0,28000.0,30000.0,50.0,5.0,1.0,3.0,1.0,0.5599999999999999,33000.0,33000.0,80.0,4.0,-0.001419999999999999,68.0,2024.0,5.0,Theater,free,False,False,False,False,True,True,False,Needs Review
0.9,36.0,63.0,98.0,3.0,10.0,17.0,0.0,0.0,0.0772,66.40000000000003,71.69509803921571,2.0,16.0,3.0,4.0,36000.0,36000.0,75.0,6.0,3.0,1.0,2.0,0.6111111111111112,29500.0,40000.0,66.66666666666666,3.0,0.17971666666666666,92.0,2026.0,4.0,Short Film,free,True,False,False,False,True,False,False,Rejected
0.83,34.0,100.0,91.0,3.0,13.0,14.0,0.0,0.4201,0.34,24.529807692307713,44.98404761904763,1.0,26.0,5.0,5.0,31500.0,41000.0,60.0,3.0,2.0,1.0,0.0,0.4444444444444444,0.0,0.0,100.0,3.0,0.3346,151.0,2024.0,8.0,Short Film,free,True,True,False,False,False,True,False,Rejected
0.62,43.0,178.0,119.0,3.0,23.0,18.0,0.0,0.7003,0.34,14.574695652173915,64.44500000000002,1.0,29.0,1.0,3.0,30500.0,45000.0,33.33333333333333,5.0,2.0,1.0,2.0,0.6399999999999999,31000.0,36000.0,60.0,3.0,0.12544,50.0,2025.0,4.0,Film,basic,True,False,False,False,False,False,False,Needs Review
0.33,31.0,117.0,76.0,3.0,18.0,15.0,0.0,0.6369,-0.2732,55.045000000000016,72.04000000000002,2.0,31.0,4.0,2.0,22000.0,22000.0,50.0,6.0,3.0,2.0,1.0,0.6111111111111112,30600.0,38000.0,16.666666666666664,5.0,-0.15011666666666665,145.0,2025.0,10.0,Theater,premium,True,False,False,False,False,True,False,Approved
0.91,37.0,177.0,100.0,3.0,27.0,17.0,0.0,0.5719,0.0,49.58375000000004,66.71862745098042,1.0,27.0,2.0,5.0,33500.0,39000.0,60.0,4.0,1.0,0.0,3.0,0.375,27000.0,37000.0,50.0,4.0,0.1101,73.0,2025.0,1.0,TV,premium,True,False,True,True,False,True,True,Rejected
0.48,30.0,70.0,113.0,3.0,11.0,17.0,0.0,0.0,0.2732,55.12522727272727,41.83627450980396,1.0,23.0,4.0,2.0,33000.0,33000.0,50.0,4.0,1.0,3.0,0.0,0.375,0.0,0.0,100.0,3.0,0.2909,127.0,2024.0,12.0,TV,basic,False,False,True,False,False,True,True,Approved
0.95,50.0,93.0,70.0,5.0,17.0,12.0,0.0,0.1263,0.25,81.64803921568628,94.995,3.0,19.0,4.0,4.0,36666.666666666664,45000.0,25.0,3.0,0.0,1.0,2.0,0.4444444444444444,26500.0,34000.0,33.33333333333333,2.0,0.1682,144.0,2024.0,6.0,Film,basic,True,True,False,False,False,True,False,Rejected
0.18,27.0,101.0,137.0,3.0,14.0,19.0,0.3612,0.0,0.8481,32.89833333333334,37.2663815789474,1.0,31.0,4.0,5.0,32750.0,47000.0,20.0,3.0,1.0,2.0,0.0,0.4444444444444444,25000.0,33000.0,0.0,3.0,0.38589999999999997,127.0,2024.0,12.0,Film,basic,True,False,True,False,False,True,True,Approved
0.62,30.0,136.0,120.0,3.0,20.0,19.0,0.4588,-0.4767,0.0,36.79000000000002,72.88743421052632,1.0,15.0,5.0,4.0,37000.0,37000.0,75.0,3.0,2.0,0.0,1.0,0.4444444444444444,0.0,0.0,100.0,3.0,0.3264333333333333,165.0,2024.0,9.0,Documentary,premium,True,False,False,False,False,True,False,Needs Review
0.37,28.0,135.0,118.0,3.0,19.0,18.0,0.0,0.128,0.0,31.206666666666678,59.745000000000005,2.0,13.0,4.0,4.0,31500.0,49000.0,50.0,5.0,2.0,2.0,1.0,0.6399999999999999,20000.0,25000.0,0.0,3.0,0.31764,147.0,2024.0,10.0,Documentary,basic,True,False,False,False,False,True,False,Approved
0.3,39.0,104.0,72.0,4.0,16.0,13.0,0.0,-0.128,-0.2023,48.084166666666704,89.6067307692308,3.0,31.0,3.0,2.0,21000.0,21000.0,50.0,4.0,2.0,1.0,1.0,0.625,0.0,0.0,100.0,3.0,0.005699999999999997,97.0,2025.0,9.0,TV,premium,True,False,False,False,False,True,False,Approved
0.08,36.0,142.0,129.0,3.0,22.0,20.0,0.0,0.6705,0.4588,49.41893939393941,53.710000000000036,1.0,16.0,2.0,4.0,32500.0,48000.0,50.0,3.0,1.0,0.0,2.0,0.4444444444444444,28333.333333333332,38000.0,0.0,2.0,0.2083,73.0,2026.0,3.0,Theater,free,True,False,False,False,False,True,False,Approved
1.0,25.0,159.0,135.0,3.0,26.0,21.0,0.0,0.2023,0.6486,71.40315384615386,52.44910714285717,1.0,20.0,2.0,5.0,35333.333333333336,49000.0,40.0,3.0,1.0,1.0,1.0,0.6666666666666667,33000.0,33000.0,66.66666666666666,2.0,0.22503333333333334,75.0,2026.0,3.0,Film,free,False,False,False,False,False,True,False,Rejected
0.96,41.0,155.0,137.0,3.0,26.0,23.0,0.0,-0.0516,-0.4588,71.40315384615386,69.74860869565217,1.0,17.0,4.0,5.0,16000.0,16000.0,80.0,4.0,1.0,2.0,1.0,0.625,0.0,0.0,100.0,4.0,-0.009075,146.0,2026.0,3.0,TV,premium,False,False,False,False,False,True,False,Rejected
0.98,39.0,112.0,115.0,3.0,17.0,18.0,0.0,0.8074,0.0516,46.812745098039244,50.34500000000003,2.0,23.0,2.0,4.0,21666.666666666668,32000.0,25.0,6.0,1.0,4.0,1.0,0.5,27000.0,38000.0,50.0,3.0,0.038683333333333327,79.0,2024.0,10.0,Film,premium,True,False,False,False,False,True,False,Rejected
0.78,31.0,136.0,103.0,3.0,18.0,16.0,0.0,0.0,0.7096,17.44500000000002,53.3716666666667,3.0,28.0,4.0,2.0,0.0,0.0,100.0,3.0,2.0,0.0,1.0,0.4444444444444444,28500.0,29000.0,33.33333333333333,2.0,-0.3734333333333333,144.0,2025.0,2.0,Documentary,basic,True,False,True,False,False,False,False,Needs Review
0.64,37.0,161.0,128.0,4.0,23.0,20.0,0.0,0.5574,-0.34,39.155271739130455,53.710000000000036,1.0,26.0,2.0,2.0,12000.0,12000.0,50.0,3.0,1.0,0.0,2.0,0.4444444444444444,32000.0,36000.0,33.33333333333333,3.0,-0.007999999999999998,82.0,2024.0,10.0,Theater,basic,False,False,False,False,False,True,False,Needs Review
0.63,36.0,148.0,117.0,3.0,20.0,18.0,0.0,0.0,0.6486,32.56000000000003,59.745000000000005,2.0,23.0,6.0,4.0,43666.666666666664,46000.0,25.0,6.0,1.0,2.0,3.0,0.6111111111111112,25000.0,35000.0,50.0,5.0,0.04103333333333334,180.0,2025.0,1.0,Theater,basic,True,False,True,False,False,True,True,Needs Review
0.64,30.0,164.0,87.0,3.0,24.0,11.0,0.0,0.2263,-0.5267,40.625,24.36159090909092,2.0,24.0,2.0,3.0,29000.0,47000.0,0.0,5.0,3.0,1.0,1.0,0.5599999999999999,31333.333333333332,35000.0,40.0,3.0,0.08219999999999998,65.0,2025.0,10.0,Theater,basic,True,False,False,False,False,False,False,Needs Review
0.82,43.0,190.0,142.0,3.0,30.0,20.0,0.0,-0.2023,0.6486,63.58000000000004,30.86833333333334,1.0,31.0,1.0,3.0,0.0,0.0,100.0,4.0,2.0,0.0,2.0,0.5,0.0,0.0,100.0,2.0,0.1753,34.0,2024.0,7.0,Film,basic,True,True,False,False,False,True,False,Rejected
0.97,36.0,133.0,114.0,3.0,20.0,18.0,0.0,0.34,0.2023,49.48000000000002,64.44500000000002,2.0,24.0,4.0,5.0,37000.0,38000.0,60.0,6.0,0.0,0.0,6.0,0.0,24333.333333333332,26000.0,50.0,5.0,0.26330000000000003,126.0,2026.0,1.0,Documentary,premium,True,False,True,False,False,True,True,Rejected
0.93,47.0,168.0,81.0,3.0,26.0,12.0,0.0,0.8402,0.7184,49.50589743589745,68.82500000000002,3.0,20.0,2.0,4.0,22000.0,22000.0,75.0,3.0,0.0,2.0,1.0,0.4444444444444444,0.0,0.0,100.0,2.0,0.21989999999999998,73.0,2024.0,7.0,Theater,free,True,True,False,False,False,True,False,Rejected
0.69,33.0,153.0,78.0,4.0,23.0,12.0,0.1531,0.1779,0.0,46.5117934782609,80.89500000000001,3.0,29.0,4.0,2.0,17000.0,17000.0,50.0,5.0,2.0,2.0,1.0,0.6399999999999999,18000.0,18000.0,80.0,4.0,0.056979999999999996,125.0,2026.0,3.0,TV,free,True,False,False,False,False,True,False,Needs Review
0.08,31.0,152.0,60.0,3.0,23.0,9.0,0.0,-0.1027,0.3182,53.86831521739131,42.46750000000003,2.0,22.0,1.0,3.0,33000.0,33000.0,66.66666666666666,5.0,2.0,2.0,1.0,0.6399999999999999,0.0,0.0,100.0,5.0,0.0,33.0,2025.0,10.0,Theater,free,True,False,False,False,False,True,False,Approved
0.18,34.0,145.0,91.0,3.0,19.0,15.0,0.0,0.7717,0.5106,19.45585526315793,63.86250000000001,3.0,18.0,3.0,4.0,29666.666666666668,49000.0,25.0,5.0,1.0,2.0,2.0,0.6399999999999999,18333.333333333332,21000.0,40.0,4.0,0.020079999999999997,117.0,2026.0,1.0,Short Film,basic,True,False,True,False,False,True,True,Approved
0.83,30.0,103.0,144.0,3.0,17.0,23.0,0.0,0.8807,-0.5267,71.69509803921571,72.2596195652174,3.0,21.0,4.0,5.0,38000.0,38000.0,80.0,3.0,1.0,2.0,0.0,0.4444444444444444,24000.0,30000.0,33.33333333333333,2.0,0.35600000000000004,132.0,2025.0,4.0,Short Film,free,True,False,False,False,False,False,False,Rejected
0.63,36.0,188.0,86.0,3.0,26.0,14.0,0.0,0.7717,-0.4588,42.11853846153849,69.15547619047621,3.0,19.0,3.0,3.0,23000.0,23000.0,66.66666666666666,5.0,0.0,3.0,2.0,0.48,28000.0,38000.0,40.0,4.0,0.17548,109.0,2025.0,12.0,TV,basic,True,False,True,False,False,True,True,Needs Review
0.97,35.0,186.0,139.0,3.0,28.0,21.0,0.0,0.296,0.0772,50.079571428571455,64.53482142857146,3.0,28.0,2.0,2.0,28000.0,30000.0,0.0,5.0,2.0,1.0,2.0,0.6399999999999999,22333.333333333332,26000.0,40.0,4.0,0.05594000000000001,79.0,2026.0,2.0,Theater,basic,True,False,True,False,False,True,False,Rejected
0.96,34.0,47.0,86.0,3.0,7.0,12.0,0.0,0.1027,0.8316,54.70142857142861,45.64500000000001,3.0,13.0,4.0,5.0,25000.0,36000.0,40.0,5.0,0.0,3.0,2.0,0.48,27500.0,32000.0,60.0,5.0,-0.27224000000000004,131.0,2025.0,12.0,Short Film,basic,True,False,True,False,False,True,True,Rejected
0.7,25.0,163.0,132.0,3.0,23.0,21.0,0.0,0.6124,-0.6249,57.54657608695652,30.53000000000003,2.0,25.0,2.0,5.0,29666.666666666668,48000.0,40.0,6.0,2.0,2.0,2.0,0.6666666666666667,24000.0,33000.0,66.66666666666666,5.0,0.23481666666666667,87.0,2025.0,9.0,Documentary,free,True,False,False,False,True,True,False,Needs Review
0.52,32.0,136.0,116.0,3.0,20.0,20.0,0.0772,0.6369,0.2828,45.25000000000003,85.85833333333333,1.0,29.0,5.0,5.0,25000.0,43000.0,20.0,5.0,0.0,3.0,2.0,0.48,17500.0,20000.0,60.0,3.0,0.17801999999999998,178.0,2024.0,9.0,TV,free,False,False,False,True,False,True,False,Needs Review
0.39,26.0,147.0,141.0,3.0,23.0,21.0,0.0,0.6597,0.4902,61.224836956521756,40.36339285714291,1.0,26.0,1.0,5.0,20000.0,26000.0,40.0,5.0,2.0,2.0,1.0,0.6399999999999999,29666.666666666668,33000.0,40.0,4.0,0.25516,48.0,2025.0,9.0,Documentary,premium,True,False,False,False,False,True,False,Approved
0.68,37.0,186.0,87.0,3.0,30.0,11.0,0.0,0.6124,-0.0772,68.20500000000001,16.670681818181833,2.0,18.0,5.0,3.0,0.0,0.0,100.0,3.0,1.0,1.0,1.0,0.6666666666666667,25500.0,33000.0,33.33333333333333,3.0,0.13869999999999996,152.0,2025.0,4.0,Film,free,True,False,False,False,False,True,False,Needs Review
0.55,26.0,130.0,112.0,3.0,20.0,17.0,0.7184,0.8225,0.5859,70.63000000000002,46.812745098039244,2.0,20.0,2.0,3.0,24000.0,24000.0,66.66666666666666,5.0,0.0,1.0,4.0,0.31999999999999984,30000.0,30000.0,80.0,4.0,0.11638,69.0,2025.0,1.0,Theater,free,True,False,True,False,False,True,True,Needs Review
0.3,34.0,132.0,90.0,3.0,22.0,13.0,0.0772,-0.4412,0.7269,79.31445454545455,44.05288461538464,1.0,23.0,1.0,3.0,44500.0,47000.0,33.33333333333333,3.0,0.0,2.0,1.0,0.4444444444444444,35500.0,37000.0,33.33333333333333,3.0,0.2612333333333333,45.0,2025.0,4.0,Theater,basic,True,False,False,False,False,False,False,Approved
0.93,33.0,183.0,97.0,3.0,28.0,15.0,0.0,-0.0772,0.7579,50.079571428571455,72.04000000000002,1.0,8.0,5.0,4.0,32000.0,34000.0,50.0,5.0,2.0,2.0,1.0,0.6399999999999999,37000.0,37000.0,80.0,4.0,0.10506,160.0,2024.0,10.0,Theater,free,True,False,False,False,True,True,False,Rejected
0.9,32.0,106.0,56.0,3.0,16.0,9.0,0.0,0.296,0.0,63.94666666666669,89.46750000000003,1.0,19.0,3.0,4.0,35000.0,35000.0,75.0,3.0,1.0,1.0,1.0,0.6666666666666667,31000.0,32000.0,33.33333333333333,2.0,0.6429333333333332,102.0,2024.0,11.0,TV,basic,False,False,False,False,False,True,True,Rejected
0.5,34.0,157.0,106.0,4.0,24.0,16.0,0.0,-0.3182,0.802,59.745000000000005,48.084166666666704,1.0,34.0,2.0,4.0,13000.0,14000.0,50.0,3.0,2.0,1.0,0.0,0.4444444444444444,0.0,0.0,100.0,2.0,0.27576666666666666,85.0,2025.0,1.0,TV,free,True,False,True,False,False,True,True,Approved
0.16,33.0,160.0,96.0,3.0,22.0,16.0,0.0,-0.2732,-0.1027,35.89795454545455,79.80916666666668,1.0,11.0,3.0,2.0,47000.0,47000.0,50.0,3.0,1.0,1.0,1.0,0.6666666666666667,27000.0,27000.0,66.66666666666666,2.0,0.005033333333333334,115.0,2025.0,6.0,Film,premium,True,True,False,False,False,True,False,Approved
0.86,43.0,135.0,149.0,5.0,18.0,23.0,0.0,0.8074,0.8519,40.94500000000002,53.86831521739131,3.0,22.0,1.0,2.0,36500.0,49000.0,0.0,4.0,0.0,3.0,1.0,0.375,15000.0,15000.0,75.0,3.0,0.19537500000000002,51.0,2024.0,8.0,Documentary,free,True,True,False,False,False,True,False,Rejected
0.12,38.0,184.0,143.0,4.0,29.0,23.0,0.0,0.5859,0.3182,70.65330459770118,62.39208695652175,2.0,15.0,1.0,5.0,20000.0,20000.0,80.0,5.0,3.0,1.0,1.0,0.5599999999999999,28000.0,36000.0,40.0,4.0,0.48504,52.0,2025.0,1.0,Documentary,free,True,False,True,False,True,True,True,Approved
0.11,37.0,197.0,134.0,4.0,32.0,20.0,0.0,0.7845,-0.0966,69.23416666666668,64.70833333333334,1.0,23.0,1.0,3.0,29000.0,29000.0,66.66666666666666,6.0,0.0,1.0,5.0,0.2777777777777777,30500.0,40000.0,33.33333333333333,4.0,0.2582166666666667,30.0,2026.0,1.0,Short Film,free,True,False,True,False,True,True,True,Approved
0.68,40.0,120.0,74.0,4.0,18.0,12.0,0.0,0.3551,0.6124,45.64500000000001,66.79500000000002,1.0,22.0,2.0,5.0,37000.0,49000.0,60.0,6.0,2.0,1.0,3.0,0.6111111111111112,27000.0,27000.0,66.66666666666666,4.0,0.29848333333333327,62.0,2024.0,5.0,Film,premium,False,False,False,False,False,True,False,Needs Review
0.94,27.0,156.0,120.0,3.0,22.0,17.0,0.0,-0.6597,-0.5118,37.88257575757578,51.78921568627453,3.0,27.0,2.0,4.0,29500.0,36000.0,50.0,3.0,1.0,1.0,1.0,0.6666666666666667,0.0,0.0,100.0,3.0,-0.09866666666666667,84.0,2026.0,2.0,Documentary,premium,True,False,True,False,False,True,False,Rejected
0.03,28.0,194.0,92.0,3.0,32.0,14.0,0.3818,-0.1531,0.0,74.52166666666669,69.15547619047621,3.0,10.0,3.0,5.0,25500.0,26000.0,60.0,3.0,1.0,2.0,0.0,0.4444444444444444,20666.666666666668,30000.0,0.0,3.0,0.07246666666666667,102.0,2025.0,10.0,Film,free,True,False,False,False,False,True,False,Approved
0.29,33.0,112.0,67.0,3.0,19.0,11.0,0.0,-0.6705,0.25,71.28035087719297,85.88886363636365,1.0,12.0,3.0,3.0,10000.0,10000.0,66.66666666666666,3.0,1.0,0.0,2.0,0.4444444444444444,27500.0,39000.0,33.33333333333333,2.0,0.06743333333333333,93.0,2026.0,4.0,Film,free,True,False,False,False,True,False,False,Approved
0.11,41.0,198.0,123.0,4.0,29.0,20.0,0.0,0.9022,0.128,52.16868965517244,79.09000000000003,1.0,30.0,3.0,3.0,24000.0,47000.0,0.0,4.0,0.0,2.0,2.0,0.5,26000.0,34000.0,25.0,2.0,-0.27165,111.0,2025.0,2.0,Documentary,basic,True,False,True,False,True,True,False,Approved
0.93,29.0,108.0,83.0,3.0,16.0,13.0,0.0,0.3818,0.0,42.79666666666668,63.57596153846157,2.0,14.0,5.0,5.0,44000.0,46000.0,60.0,3.0,1.0,1.0,1.0,0.6666666666666667,30500.0,38000.0,33.33333333333333,2.0,0.3355666666666666,159.0,2025.0,11.0,Documentary,basic,True,False,False,False,False,False,True,Rejected
0.19,32.0,88.0,131.0,3.0,14.0,22.0,0.0,0.2023,-0.5994,60.74428571428575,74.3525,1.0,25.0,4.0,4.0,21250.0,39000.0,0.0,4.0,0.0,4.0,0.0,0.0,24000.0,25000.0,50.0,3.0,0.0951,135.0,2025.0,12.0,Documentary,free,True,False,True,True,False,False,True,Approved
0.98,33.0,137.0,121.0,3.0,21.0,20.0,0.5719,0.7096,0.7506,52.44910714285717,83.32000000000004,2.0,10.0,1.0,3.0,42500.0,47000.0,33.33333333333333,6.0,2.0,2.0,2.0,0.6666666666666667,34500.0,40000.0,33.33333333333333,4.0,0.2385333333333333,37.0,2026.0,4.0,Film,free,True,False,False,False,False,False,False,Rejected
0.97,29.0,111.0,75.0,3.0,17.0,12.0,0.0,0.3265,0.5719,66.71862745098042,66.79500000000002,3.0,13.0,3.0,3.0,30333.333333333332,47000.0,0.0,5.0,0.0,0.0,5.0,0.0,27000.0,30000.0,60.0,4.0,0.23798,112.0,2025.0,6.0,Film,free,True,True,False,False,False,True,False,Rejected
0.96,29.0,107.0,139.0,3.0,15.0,19.0,0.0,0.0258,0.8402,55.12000000000003,44.564561403508776,2.0,14.0,2.0,5.0,44000.0,50000.0,60.0,6.0,3.0,1.0,2.0,0.6111111111111112,23000.0,28000.0,33.33333333333333,3.0,0.015900000000000008,60.0,2025.0,9.0,TV,premium,True,False,False,False,False,True,False,Rejected
0.63,31.0,159.0,101.0,3.0,24.0,16.0,0.3818,0.5267,0.0,45.64500000000001,48.084166666666704,2.0,23.0,3.0,3.0,30500.0,39000.0,33.33333333333333,3.0,2.0,0.0,1.0,0.4444444444444444,27000.0,27000.0,66.66666666666666,2.0,0.07603333333333333,97.0,2025.0,2.0,Documentary,free,True,False,True,False,False,True,False,Needs Review
0.5,30.0,149.0,133.0,3.0,21.0,21.0,0.0,0.5829,0.2263,48.420535714285734,52.44910714285717,3.0,23.0,5.0,2.0,37000.0,37000.0,50.0,3.0,3.0,0.0,0.0,0.0,33000.0,34000.0,33.33333333333333,2.0,0.5447000000000001,170.0,2025.0,7.0,Film,premium,True,True,False,False,False,True,False,Approved
0.97,36.0,113.0,97.0,3.0,18.0,16.0,0.0,0.3818,-0.7235,75.36750000000002,69.23416666666668,1.0,14.0,5.0,3.0,30000.0,30000.0,66.66666666666666,3.0,2.0,0.0,1.0,0.4444444444444444,34666.666666666664,39000.0,0.0,2.0,-0.215,179.0,2025.0,1.0,Documentary,basic,True,False,True,False,False,False,True,Rejected
0.52,42.0,145.0,122.0,6.0,22.0,18.0,0.296,-0.0516,0.0,45.57348484848487,59.745000000000005,3.0,34.0,5.0,5.0,29500.0,44000.0,60.0,5.0,2.0,0.0,3.0,0.48,29000.0,35000.0,60.0,2.0,0.42492,156.0,2025.0,9.0,Short Film,free,True,False,False,False,False,True,False,Needs Review
0.88,39.0,164.0,69.0,4.0,25.0,12.0,0.0,-0.25,0.5423,61.74725000000004,75.87500000000001,3.0,8.0,4.0,2.0,12000.0,12000.0,50.0,6.0,3.0,0.0,3.0,0.5,21500.0,27000.0,66.66666666666666,4.0,0.13368333333333335,124.0,2025.0,9.0,Documentary,premium,True,False,False,False,False,True,False,Rejected
0.64,29.0,150.0,120.0,3.0,19.0,19.0,0.0,0.4215,-0.6369,13.396140350877175,77.34006578947371,1.0,24.0,3.0,5.0,45000.0,49000.0,60.0,6.0,2.0,3.0,1.0,0.6111111111111112,35500.0,40000.0,33.33333333333333,3.0,0.07473333333333333,104.0,2025.0,9.0,Film,basic,False,False,False,True,False,True,False,Needs Review
0.65,33.0,196.0,102.0,4.0,27.0,14.0,0.0,0.5267,0.7906,35.28733333333335,44.98404761904763,3.0,26.0,3.0,4.0,30000.0,33000.0,50.0,3.0,1.0,0.0,2.0,0.4444444444444444,22000.0,24000.0,33.33333333333333,3.0,0.2559666666666667,92.0,2026.0,2.0,Film,premium,True,False,False,True,False,True,False,Needs Review
0.02,41.0,144.0,146.0,3.0,21.0,19.0,0.0,0.1027,0.0,52.44910714285717,19.45585526315793,1.0,23.0,3.0,5.0,34333.333333333336,50000.0,40.0,5.0,1.0,1.0,3.0,0.56,35666.666666666664,38000.0,40.0,4.0,0.33518,107.0,2024.0,5.0,Documentary,basic,False,False,False,False,True,True,False,Approved
0.5,40.0,105.0,142.0,4.0,17.0,22.0,0.0,0.4939,0.4404,66.71862745098042,71.62354545454548,1.0,17.0,2.0,4.0,12000.0,12000.0,75.0,3.0,1.0,2.0,0.0,0.4444444444444444,32000.0,32000.0,66.66666666666666,2.0,-0.08333333333333333,69.0,2025.0,9.0,Short Film,premium,True,False,False,False,False,True,False,Needs Review
0.01,32.0,86.0,130.0,3.0,12.0,18.0,0.0,-0.4404,0.5106,45.64500000000001,33.067500000000024,1.0,10.0,3.0,4.0,30750.0,44000.0,0.0,5.0,3.0,1.0,1.0,0.5599999999999999,31000.0,36000.0,60.0,4.0,0.3101,107.0,2025.0,8.0,Film,free,False,True,False,False,False,True,False,Approved
0.85,26.0,154.0,126.0,3.0,23.0,18.0,0.3818,0.6369,-0.4215,46.5117934782609,33.98100000000002,1.0,17.0,2.0,3.0,34500.0,40000.0,33.33333333333333,4.0,1.0,1.0,2.0,0.625,30500.0,40000.0,50.0,4.0,0.32115,73.0,2025.0,6.0,Documentary,basic,True,True,False,False,False,True,False,Rejected
0.62,31.0,107.0,146.0,3.0,15.0,23.0,0.0,0.6249,0.34,38.20000000000002,72.2596195652174,3.0,30.0,3.0,3.0,23000.0,23000.0,66.66666666666666,3.0,2.0,0.0,1.0,0.4444444444444444,17000.0,17000.0,66.66666666666666,1.0,0.3197666666666667,92.0,2025.0,1.0,TV,free,True,False,True,False,True,False,True,Needs Review
0.56,27.0,186.0,72.0,3.0,26.0,11.0,0.3612,-0.0516,0.0,44.05288461538464,24.36159090909092,2.0,31.0,2.0,4.0,38000.0,38000.0,75.0,6.0,4.0,1.0,1.0,0.5,32750.0,34000.0,33.33333333333333,3.0,0.11346666666666667,89.0,2026.0,1.0,Film,free,True,False,True,False,True,True,True,Needs Review
0.45,40.0,91.0,66.0,4.0,14.0,10.0,0.296,0.7003,0.0,60.74428571428575,41.02000000000004,1.0,15.0,3.0,4.0,30000.0,39000.0,50.0,6.0,3.0,3.0,0.0,0.5,0.0,0.0,100.0,5.0,0.2547333333333333,97.0,2026.0,3.0,Documentary,premium,False,False,False,False,False,True,False,Approved
0.56,25.0,145.0,130.0,3.0,21.0,19.0,0.0,0.4939,0.3182,48.420535714285734,23.908486842105305,2.0,23.0,1.0,2.0,10000.0,10000.0,50.0,6.0,1.0,2.0,3.0,0.6111111111111112,25600.0,30000.0,16.666666666666664,4.0,0.3517666666666666,52.0,2025.0,1.0,Short Film,basic,True,False,True,True,False,False,True,Needs Review
0.42,29.0,196.0,119.0,3.0,29.0,20.0,0.0,-0.4939,0.0,58.00317241379312,73.16833333333334,1.0,27.0,3.0,5.0,37666.666666666664,46000.0,40.0,4.0,2.0,1.0,1.0,0.625,0.0,0.0,100.0,3.0,0.18615,93.0,2024.0,7.0,Documentary,basic,True,True,False,False,False,True,False,Approved
0.83,34.0,114.0,127.0,3.0,15.0,18.0,0.0,0.872,0.7717,15.640000000000015,45.64500000000001,3.0,25.0,5.0,3.0,22500.0,29000.0,33.33333333333333,5.0,0.0,3.0,2.0,0.48,36000.0,36000.0,80.0,3.0,0.45577999999999996,157.0,2025.0,1.0,Short Film,basic,True,False,True,False,False,False,True,Rejected
0.64,41.0,118.0,134.0,4.0,18.0,21.0,0.3182,-0.1184,0.4939,45.64500000000001,44.39196428571432,3.0,10.0,2.0,3.0,30000.0,40000.0,33.33333333333333,4.0,2.0,1.0,1.0,0.625,27500.0,29000.0,50.0,4.0,0.179375,63.0,2024.0,5.0,Theater,basic,True,False,False,False,False,True,False,Needs Review
0.95,29.0,106.0,130.0,3.0,15.0,18.0,0.0,0.0,0.836,43.84000000000003,23.667500000000018,3.0,26.0,1.0,4.0,41500.0,43000.0,50.0,3.0,1.0,1.0,1.0,0.6666666666666667,27500.0,39000.0,33.33333333333333,2.0,-0.15876666666666667,44.0,2025.0,1.0,Short Film,premium,True,False,True,False,False,False,True,Rejected
0.54,34.0,136.0,142.0,4.0,22.0,22.0,0.4019,-0.5859,0.0,58.970681818181816,66.66159090909093,3.0,20.0,2.0,5.0,29666.666666666668,47000.0,40.0,3.0,1.0,2.0,0.0,0.4444444444444444,0.0,0.0,100.0,2.0,-0.1322,76.0,2025.0,11.0,TV,basic,True,False,False,False,False,True,True,Needs Review
0.81,34.0,125.0,68.0,3.0,18.0,10.0,0.4588,0.2023,0.0,26.845000000000027,41.02000000000004,3.0,14.0,3.0,4.0,40333.333333333336,45000.0,25.0,6.0,4.0,1.0,1.0,0.5,26500.0,31000.0,33.33333333333333,3.0,0.1959166666666667,117.0,2025.0,12.0,Short Film,premium,True,False,True,True,False,True,True,Rejected
0.76,34.0,177.0,101.0,3.0,25.0,15.0,0.4404,-0.296,0.4767,38.05925000000002,60.76000000000002,2.0,15.0,5.0,3.0,24000.0,24000.0,66.66666666666666,6.0,3.0,2.0,1.0,0.6111111111111112,27000.0,30000.0,66.66666666666666,3.0,0.22751666666666667,161.0,2024.0,9.0,Documentary,free,True,False,False,False,False,True,False,Needs Review
