project_id,project_type_id,title,description,start_date,end_date,synopsis,synopsis_plagiarism_similarity,created_by,package_type_of_user,production_dates,production_locations,crew_roles,casting_roles,review_status
9212,Documentary,Robust needs-based paradigm,Entire eat Mrs customer. New protect worry ground executive traditional Democrat. Because summer quality value tough.,2024-10-31,2025-04-29,Something real soldier billion. Wait newspaper data. Conference laugh industry wide.,0.46,kimberlyshaffer,premium,"{""rehearsal_date"": ""2024-10-12"", ""shooting_start"": ""2024-11-07"", ""duration"": ""6 months""}","[""Galle"", ""Kandy"", ""Trincomalee""]","[{""role_name"": ""Publicist"", ""compensation"": ""16K LKR""}, {""role_name"": ""Producer"", ""compensation"": ""16K LKR""}, {""role_name"": ""Dialogue Editor"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Designer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Camera Operator"", ""compensation"": ""10K LKR""}]","[{""role_name"": ""Musical Performer"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Upon send plant serious property easy gun both result language.""}, {""role_name"": ""Narrator"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Shake for would outside fight west behavior eight detail local type great always.""}, {""role_name"": ""Featured Extra"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""36K LKR"", ""description"": ""Own from catch like place grow customer bad.""}, {""role_name"": ""Theater Actor"", ""gender"": ""Female"", ""age_range"": ""50+"", ""compensation"": ""26K LKR"", ""description"": ""Will off road participant grow view contain foot increase practice well arm.""}, {""role_name"": ""Dubbing Artist"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""16K LKR"", ""description"": ""Area question himself school low quite successful cultural avoid fund whatever.""}]",Approved
9213,Short Film,Self-enabling directional firmware,"Lose professional its someone. Us company just truth hundred floor.
Management letter room ground travel ago dream center. Second particularly establish realize poor himself.",2025-07-19,2025-10-10,Public brother camera phone never apply. Leg toward edge final.,0.13,casey06,free,"{""rehearsal_date"": ""2025-07-03"", ""shooting_start"": ""2025-07-20"", ""duration"": ""2 months""}","[""Galle"", ""Kandy"", ""Trincomalee""]","[{""role_name"": ""Production Designer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Set Designer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Catering Coordinator"", ""compensation"": ""16K LKR""}]","[{""role_name"": ""Antagonist"", ""gender"": ""Male"", ""age_range"": ""6-12"", ""compensation"": ""23K LKR"", ""description"": ""Type within seem parent fish bit position.""}, {""role_name"": ""Antagonist"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Life time serve keep have former those issue husband represent.""}, {""role_name"": ""Special Skills Performer"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Which us various speech industry beat authority paper.""}, {""role_name"": ""Radio Actor"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""30K LKR"", ""description"": ""Toward land look response rich follow responsibility never entire provide view recent.""}, {""role_name"": ""Radio Actor"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""33K LKR"", ""description"": ""Move similar new or movie career remain.""}, {""role_name"": ""Child Actor"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""28K LKR"", ""description"": ""Because because live relationship travel for wide upon.""}]",Approved
9214,Film,Switchable heuristic paradigm,"Factor under past air.
Free matter movie ten those quickly. North still that hair media. Fight option community summer. Employee generation local knowledge.",2025-08-07,2025-12-12,On make ever forget sort. Media them public especially decision.,0.85,medwards,premium,"{""rehearsal_date"": ""2025-07-21"", ""shooting_start"": ""2025-08-12"", ""duration"": ""4 months""}","[""Galle""]","[{""role_name"": ""Foley Artist"", ""compensation"": ""Negotiable""}, {""role_name"": ""Art Department Assistant"", ""compensation"": ""27K LKR""}, {""role_name"": ""Wardrobe Supervisor"", ""compensation"": ""Negotiable""}, {""role_name"": ""Camera Operator"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Sound Mixer"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Circus Performer"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""37K LKR"", ""description"": ""Situation medical building establish deal west him impact next method agree.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""34K LKR"", ""description"": ""Whether sort get yeah small final quality practice song film between.""}, {""role_name"": ""Featured Extra"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""34K LKR"", ""description"": ""Least right lose baby range three site become beat health rich instead.""}]",Rejected
9215,Film,Polarized well-modulated encryption,"Plant provide what responsibility. Million kid change last value accept.
Today full last me Congress major. Fight piece central author. Table firm entire least stand.",2024-06-14,2024-12-02,Magazine but investment which these follow adult. Smile reveal half home within. Camera present position forget.,0.14,masonblake,premium,"{""rehearsal_date"": ""2024-05-30"", ""shooting_start"": ""2024-06-18"", ""duration"": ""5 months""}","[""Colombo"", ""Kandy"", ""Nuwara Eliya""]","[{""role_name"": ""Production Designer Assistant"", ""compensation"": ""21K LKR""}, {""role_name"": ""Set Decoration Assistant"", ""compensation"": ""36K LKR""}, {""role_name"": ""Hair Assistant"", ""compensation"": ""40K LKR""}, {""role_name"": ""Key Grip"", ""compensation"": ""Negotiable""}, {""role_name"": ""Art Director"", ""compensation"": ""22K LKR""}]","[{""role_name"": ""Featured Extra"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""25K LKR"", ""description"": ""Order hit worry just forget how more support until natural guess tax.""}, {""role_name"": ""Protagonist"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Prepare peace similar compare perhaps court store scientist today identify store someone.""}, {""role_name"": ""Cameo Appearance"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Forward push white hard adult doctor maintain.""}, {""role_name"": ""Musician"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""16K LKR"", ""description"": ""Business speech scene seem left summer call staff human.""}, {""role_name"": ""Host/Presenter"", ""gender"": ""Non-binary"", ""age_range"": ""36-50"", ""compensation"": ""34K LKR"", ""description"": ""Change bar money draw still high low next include view.""}]",Approved
9216,TV,Decentralized client-driven core,Tend learn win town significant. Before majority less traditional fact already.,2024-11-04,2024-12-05,Particularly but center. Begin week form policy according young.,0.46,vgamble,basic,"{""rehearsal_date"": ""2024-10-28"", ""shooting_start"": ""2024-11-18"", ""duration"": ""1 months""}","[""Jaffna"", ""Kandy"", ""Trincomalee""]","[{""role_name"": ""Sound Designer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Driver"", ""compensation"": ""45K LKR""}, {""role_name"": ""Social Media Manager"", ""compensation"": ""29K LKR""}]","[{""role_name"": ""Narrator"", ""gender"": ""Non-binary"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Work child either impact age order foot measure.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""By beat side else toward top audience nation become side.""}, {""role_name"": ""Guest Star"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Under image ago help leg popular success.""}, {""role_name"": ""Circus Performer"", ""gender"": ""Non-binary"", ""age_range"": ""6-12"", ""compensation"": ""15K LKR"", ""description"": ""Event pressure walk window able account worker certain fish to.""}, {""role_name"": ""Mime Artist"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""27K LKR"", ""description"": ""Clear rather class pattern information democratic economy suggest story begin camera their.""}, {""role_name"": ""Singer"", ""gender"": ""Non-binary"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Address according ask leg officer dark south agent trip.""}]",Approved
9217,Theater,Proactive secondary projection,"Realize policy fall hair support. Young ground maybe.
Simply mean hard relationship.",2024-09-06,2024-11-01,Type officer decade room tell. Best us still how able share movie. Message fish trial then less then especially must.,0.3,cassandramorgan,premium,"{""rehearsal_date"": ""2024-08-22"", ""shooting_start"": ""2024-09-07"", ""duration"": ""1 months""}","[""Nuwara Eliya"", ""Colombo"", ""Jaffna""]","[{""role_name"": ""Runner"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Designer"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Child Actor"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""28K LKR"", ""description"": ""Though bit many risk his call effect price like.""}, {""role_name"": ""Featured Extra"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""23K LKR"", ""description"": ""Write research realize interview actually collection person reflect relationship form ok.""}, {""role_name"": ""Celebrity Guest"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Accept parent citizen you generation resource truth left seem food agency process pass.""}]",Approved
9218,TV,Exclusive 3rdgeneration groupware,"Western at war think time fill choose simply. Because government kitchen.
True discuss hair after quite shake risk environment. Seat must quite ability national run less.",2025-08-18,2025-09-28,Big wonder organization loss. Design bit top direction expert experience million.,0.25,erica41,premium,"{""rehearsal_date"": ""2025-07-30"", ""shooting_start"": ""2025-08-21"", ""duration"": ""1 months""}","[""Trincomalee"", ""Galle"", ""Nuwara Eliya""]","[{""role_name"": ""Unit Still Photographer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Colorist"", ""compensation"": ""36K LKR""}, {""role_name"": ""Storyboard Artist"", ""compensation"": ""Negotiable""}, {""role_name"": ""Unit Production Manager"", ""compensation"": ""Negotiable""}, {""role_name"": ""Grip"", ""compensation"": ""34K LKR""}]","[{""role_name"": ""Cameo Appearance"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""30K LKR"", ""description"": ""Consider worry professor quality suggest skin can in study hundred sell front help.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""18K LKR"", ""description"": ""Near bar action treat fall play.""}, {""role_name"": ""Silent Bit Actor"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""None study board her today military in score.""}, {""role_name"": ""Mime Artist"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""32K LKR"", ""description"": ""Both model who soon may hear performance film factor start.""}, {""role_name"": ""Featured Extra"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Continue that animal exactly whose true place there report.""}, {""role_name"": ""Host/Presenter"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""32K LKR"", ""description"": ""Investment movement seat four rest feeling task forget.""}]",Approved
9219,Short Film,Innovative context-sensitive intranet,Thing water force relationship executive compare this. Entire usually before own century to. Thus bed business summer stock evening often.,2025-05-16,2025-08-13,Daughter first feeling until crime perhaps piece. Most century world order economic mouth down. Politics strong draw degree.,0.28,ulewis,premium,"{""rehearsal_date"": ""2025-04-27"", ""shooting_start"": ""2025-05-26"", ""duration"": ""2 months""}","[""Jaffna""]","[{""role_name"": ""Production Assistant"", ""compensation"": ""Negotiable""}, {""role_name"": ""Legal Advisor"", ""compensation"": ""Negotiable""}, {""role_name"": ""Dialogue Editor"", ""compensation"": ""27K LKR""}, {""role_name"": ""Runner"", ""compensation"": ""14K LKR""}, {""role_name"": ""Producer"", ""compensation"": ""44K LKR""}]","[{""role_name"": ""Mime Artist"", ""gender"": ""Non-binary"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Oil collection success usually special option inside under effect that down behind high.""}, {""role_name"": ""Supporting Actor"", ""gender"": ""Non-binary"", ""age_range"": ""6-12"", ""compensation"": ""27K LKR"", ""description"": ""Threat fear religious woman put my.""}, {""role_name"": ""Lead Actress"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""Under help who get person watch buy and remain radio develop threat player.""}, {""role_name"": ""Commercial Model"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Force single husband catch cause whose phone.""}]",Approved
9220,Theater,De-engineered interactive projection,"Morning look well major century develop pattern. City human within degree eight.
Beat significant agency. Authority then experience quite show. Suggest enter south series scientist quickly a.",2026-03-26,2026-06-02,We relate long development. Possible especially one point.,0.36,jennifer02,basic,"{""rehearsal_date"": ""2026-03-19"", ""shooting_start"": ""2026-04-04"", ""duration"": ""2 months""}","[""Colombo"", ""Galle""]","[{""role_name"": ""Visual Effects Supervisor"", ""compensation"": ""Negotiable""}, {""role_name"": ""Set Decoration Assistant"", ""compensation"": ""37K LKR""}, {""role_name"": ""Hair Stylist"", ""compensation"": ""30K LKR""}, {""role_name"": ""Gaffer"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Fight Coordinator"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""22K LKR"", ""description"": ""No treat marriage would mission remain skin suddenly summer.""}, {""role_name"": ""Child Actor"", ""gender"": ""Non-binary"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Group maybe top remember exactly though cost sound soon.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Call scientist administration tend leave first understand.""}, {""role_name"": ""Dubbing Artist"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""24K LKR"", ""description"": ""Off interest pay no work focus natural health worker each upon to record.""}]",Approved
9221,Theater,Assimilated bandwidth-monitored moderator,"Security have work goal present. Leg poor company hand.
City national consumer I born sister stay. Eat place political occur option.",2026-03-23,2026-05-22,Part turn final. Table baby himself our power commercial Republican firm. Support change go you understand. Single believe in agency child dream.,0.65,michele97,premium,"{""rehearsal_date"": ""2026-03-15"", ""shooting_start"": ""2026-04-01"", ""duration"": ""2 months""}","[""Kandy"", ""Nuwara Eliya""]","[{""role_name"": ""Colorist"", ""compensation"": ""45K LKR""}, {""role_name"": ""Music Editor"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Protagonist"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Explain history drive eat consider know hotel work field budget tree.""}, {""role_name"": ""Guest Star"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""21K LKR"", ""description"": ""Station debate home concern history quality run.""}, {""role_name"": ""Special Skills Performer"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""15K LKR"", ""description"": ""Consider break per down all court meet anyone effect.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Thank form expect only without simple air several focus pattern wife not.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""Negotiable"", ""description"": ""Kind director international such Mr local blood language score through specific time skill.""}]",Needs Review
9222,Documentary,Fully-configurable non-volatile paradigm,Page hit type analysis recently herself near black. Anything mention big community before who letter travel.,2024-10-07,2025-02-07,Similar arrive situation light. Necessary off mention no oil business relationship risk. Kind those real lose place as.,0.79,williamwilcox,basic,"{""rehearsal_date"": ""2024-09-20"", ""shooting_start"": ""2024-10-19"", ""duration"": ""4 months""}","[""Galle""]","[{""role_name"": ""Unit Production Manager"", ""compensation"": ""47K LKR""}, {""role_name"": ""Sound Mixer"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Stunt Double"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Test stop least peace new two whose yeah type agent maybe government exactly.""}, {""role_name"": ""Mime Artist"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""40K LKR"", ""description"": ""Somebody window condition event want research else poor thus artist education admit.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""22K LKR"", ""description"": ""College surface phone skin play a strong deal performance leave discuss.""}, {""role_name"": ""Child Actor"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""20K LKR"", ""description"": ""Wonder major power meet gun soon clearly blue.""}, {""role_name"": ""Silent Bit Actor"", ""gender"": ""Male"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Dinner add them mother in author happen loss sell area.""}]",Needs Review
9223,Theater,Open-source full-range flexibility,"Happen teach performance significant. Suddenly back baby hair political speak apply back.
Art business bit the mother. Some you beyond paper want.",2024-08-22,2025-01-21,"Describe explain air radio price tend only.
Tax speak particularly. Wear heavy rather full. Already right born performance rock project new.",0.66,lesterdaniel,free,"{""rehearsal_date"": ""2024-08-15"", ""shooting_start"": ""2024-08-23"", ""duration"": ""5 months""}","[""Colombo"", ""Trincomalee"", ""Nuwara Eliya""]","[{""role_name"": ""Art Director"", ""compensation"": ""49K LKR""}, {""role_name"": ""Set Decoration Assistant"", ""compensation"": ""22K LKR""}, {""role_name"": ""Second Assistant Director"", ""compensation"": ""11K LKR""}, {""role_name"": ""Producer"", ""compensation"": ""29K LKR""}, {""role_name"": ""Makeup Artist"", ""compensation"": ""11K LKR""}]","[{""role_name"": ""Antagonist"", ""gender"": ""Male"", ""age_range"": ""13-17"", ""compensation"": ""Negotiable"", ""description"": ""Establish recent possible you section success sign and account toward past.""}, {""role_name"": ""Celebrity Guest"", ""gender"": ""Female"", ""age_range"": ""26-35"", ""compensation"": ""37K LKR"", ""description"": ""Management staff different happy parent amount place today able oil more.""}, {""role_name"": ""Lead Actress"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""Negotiable"", ""description"": ""He front may resource watch debate class each such matter.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""28K LKR"", ""description"": ""Seat long case trade world certain bag decide learn citizen add in wind.""}, {""role_name"": ""Musical Performer"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""20K LKR"", ""description"": ""Body service top small thousand make sea but seek than best sea.""}]",Needs Review
9224,Film,Integrated user-facing migration,"Defense always radio be product away. Remain down president bill response field cup.
Manager east heart country example paper everything laugh. Address white left road can.",2026-04-08,2026-07-12,Both individual standard course of adult stock. Seven shoulder two song finally chance.,0.76,gbaker,basic,"{""rehearsal_date"": ""2026-03-21"", ""shooting_start"": ""2026-04-19"", ""duration"": ""3 months""}","[""Jaffna"", ""Nuwara Eliya"", ""Colombo""]","[{""role_name"": ""Choreographer"", ""compensation"": ""27K LKR""}, {""role_name"": ""Director"", ""compensation"": ""21K LKR""}, {""role_name"": ""Legal Advisor"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Fight Coordinator"", ""gender"": ""Non-binary"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Bank indicate memory visit other group later quickly whole.""}, {""role_name"": ""Fight Coordinator"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""28K LKR"", ""description"": ""Arm bit world left road indicate behind more within into.""}, {""role_name"": ""Stand-in"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""28K LKR"", ""description"": ""Glass experience notice most us standard decade board.""}, {""role_name"": ""Musician"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""21K LKR"", ""description"": ""Down spring low upon technology change.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Male"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Peace figure common company establish similar poor really old must.""}]",Needs Review
9225,Short Film,Extended didactic initiative,"Expect against keep early various five. Easy bad energy mother over investment about.
Get work firm page recently. Game up evening letter. Seem production church point this factor.
Without get sea.",2026-03-18,2026-08-15,Buy consumer section. At room home behavior peace radio career all. Available audience minute simple.,0.62,virginiasteele,premium,"{""rehearsal_date"": ""2026-03-10"", ""shooting_start"": ""2026-03-26"", ""duration"": ""5 months""}","[""Galle""]","[{""role_name"": ""Assistant Camera"", ""compensation"": ""26K LKR""}, {""role_name"": ""Colorist"", ""compensation"": ""20K LKR""}, {""role_name"": ""Editor"", ""compensation"": ""Negotiable""}, {""role_name"": ""Unit Still Photographer"", ""compensation"": ""41K LKR""}]","[{""role_name"": ""Musician"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""21K LKR"", ""description"": ""Address be child hold vote black.""}, {""role_name"": ""Theater Actor"", ""gender"": ""Female"", ""age_range"": ""13-17"", ""compensation"": ""35K LKR"", ""description"": ""Enough week security choice watch possible despite dark national trial across.""}, {""role_name"": ""Background Actor"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""22K LKR"", ""description"": ""Part able different reason without check.""}, {""role_name"": ""Supporting Actress"", ""gender"": ""Non-binary"", ""age_range"": ""18-25"", ""compensation"": ""24K LKR"", ""description"": ""Artist address Congress water result heavy road car executive them heart close certain.""}, {""role_name"": ""Circus Performer"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Check nor coach high appear institution worry federal eight.""}]",Needs Review
9226,Theater,Sharable multi-tasking benchmark,Foreign west six security present enjoy assume school. Truth college culture play appear protect live. Type investment issue TV matter.,2024-09-06,2024-11-24,Pick consumer employee purpose fight indicate surface. Example eat worker like need feeling whose because.,0.11,esmith,free,"{""rehearsal_date"": ""2024-08-25"", ""shooting_start"": ""2024-09-20"", ""duration"": ""2 months""}","[""Trincomalee""]","[{""role_name"": ""Hair Assistant"", ""compensation"": ""14K LKR""}, {""role_name"": ""Colorist"", ""compensation"": ""41K LKR""}, {""role_name"": ""Screenwriter"", ""compensation"": ""23K LKR""}]","[{""role_name"": ""Stand-in"", ""gender"": ""Non-binary"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""Ground including very time laugh inside.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Female"", ""age_range"": ""50+"", ""compensation"": ""21K LKR"", ""description"": ""Increase such quite maybe today exactly worry writer deep travel time past movement.""}, {""role_name"": ""Featured Extra"", ""gender"": ""Male"", ""age_range"": ""6-12"", ""compensation"": ""Negotiable"", ""description"": ""Seem decision ability skin behavior green floor level ball say amount five return.""}, {""role_name"": ""Lead Actress"", ""gender"": ""Female"", ""age_range"": ""6-12"", ""compensation"": ""40K LKR"", ""description"": ""West already investment range present education just need.""}]",Approved
9227,Short Film,Multi-lateral asymmetric workforce,Find safe event stop watch level doctor. Executive popular reduce sea usually. House whom various less ago.,2026-02-04,2026-05-23,Look window because budget grow. Amount worry focus carry star owner show. Boy situation bit almost wife ago reduce prove.,0.74,jacob74,basic,"{""rehearsal_date"": ""2026-01-21"", ""shooting_start"": ""2026-02-12"", ""duration"": ""3 months""}","[""Colombo"", ""Kandy""]","[{""role_name"": ""Sound Re-recording Mixer"", ""compensation"": ""Negotiable""}, {""role_name"": ""Storyboard Artist"", ""compensation"": ""27K LKR""}, {""role_name"": ""Craft Services"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Coordinator"", ""compensation"": ""Negotiable""}]","[{""role_name"": ""Radio Actor"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""36K LKR"", ""description"": ""Rate senior can moment successful right rate.""}, {""role_name"": ""Child Actor"", ""gender"": ""Non-binary"", ""age_range"": ""6-12"", ""compensation"": ""34K LKR"", ""description"": ""Often animal radio level radio sell toward.""}, {""role_name"": ""Host/Presenter"", ""gender"": ""Male"", ""age_range"": ""18-25"", ""compensation"": ""18K LKR"", ""description"": ""Research throughout she also important kid surface consumer impact stage.""}, {""role_name"": ""Photo Double"", ""gender"": ""Male"", ""age_range"": ""26-35"", ""compensation"": ""24K LKR"", ""description"": ""Buy particularly attorney adult society morning score matter.""}, {""role_name"": ""Supporting Actor"", ""gender"": ""Non-binary"", ""age_range"": ""18-25"", ""compensation"": ""38K LKR"", ""description"": ""Open economy seat way picture both summer here street statement hundred difficult which.""}]",Needs Review
9228,Short Film,Cross-platform contextually-based Graphic Interface,"Against evidence need program.
Certain travel walk. Oil blood large agreement buy son cup. Quite head hard approach bar but area prove. Recognize visit father suffer account.",2025-01-01,2025-04-27,Production opportunity adult. Item need prove week when late. Receive yard military majority according collection yes.,0.81,sandrajackson,free,"{""rehearsal_date"": ""2024-12-17"", ""shooting_start"": ""2025-01-11"", ""duration"": ""3 months""}","[""Colombo""]","[{""role_name"": ""Casting Director"", ""compensation"": ""44K LKR""}, {""role_name"": ""Art Department Assistant"", ""compensation"": ""45K LKR""}, {""role_name"": ""Storyboard Artist"", ""compensation"": ""Negotiable""}, {""role_name"": ""Special Effects Supervisor"", ""compensation"": ""35K LKR""}]","[{""role_name"": ""Antagonist"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Fight nice material dark treatment south.""}, {""role_name"": ""Stand-in"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""21K LKR"", ""description"": ""Age population miss piece material wife executive fact anything different.""}, {""role_name"": ""Voice Actor"", ""gender"": ""Female"", ""age_range"": ""36-50"", ""compensation"": ""30K LKR"", ""description"": ""Hope card foreign American future fish campaign modern hundred fight inside per.""}, {""role_name"": ""Musician"", ""gender"": ""Female"", ""age_range"": ""18-25"", ""compensation"": ""40K LKR"", ""description"": ""Lot dark institution either we figure worker top argue.""}, {""role_name"": ""Voiceover Artist"", ""gender"": ""Non-binary"", ""age_range"": ""13-17"", ""compensation"": ""25K LKR"", ""description"": ""Home lay night book you him two care computer fund either forward.""}, {""role_name"": ""Celebrity Guest"", ""gender"": ""Male"", ""age_range"": ""50+"", ""compensation"": ""Negotiable"", ""description"": ""American newspaper save our friend happy east suffer stuff whose reveal under.""}]",Rejected
9229,Short Film,Customer-focused encompassing success,However itself official would. Boy television research tend.,2025-01-07,2025-05-18,Become also section moment minute candidate. Them tonight seat sign. Someone one threat form law cost recently.,0.36,hoffmanmark,free,"{""rehearsal_date"": ""2024-12-20"", ""shooting_start"": ""2025-01-11"", ""duration"": ""4 months""}","[""Kandy"", ""Galle"", ""Jaffna""]","[{""role_name"": ""Makeup Artist"", ""compensation"": ""Negotiable""}, {""role_name"": ""Production Designer Assistant"", ""compensation"": ""24K LKR""}, {""role_name"": ""Gaffer"", ""compensation"": ""17K LKR""}, {""role_name"": ""Dialogue Editor"", ""compensation"": ""44K LKR""}]","[{""role_name"": ""Stand-up Comedian"", ""gender"": ""Male"", ""age_range"": ""36-50"", ""compensation"": ""16K LKR"", ""description"": ""Way break different race lot Democrat my same.""}, {""role_name"": ""Protagonist"", ""gender"": ""Non-binary"", ""age_range"": ""26-35"", ""compensation"": ""33K LKR"", ""description"": ""Management stuff young stuff skin social stock behavior again draw.""}, {""role_name"": ""Featured Extra"", ""gender"": ""Non-binary"", ""age_range"": ""36-50"", ""compensation"": ""Negotiable"", ""description"": ""Score action commercial sing focus reality mind beyond.""}]",Approved
