project_id,project_type,title,description,start_date,end_date,synopsis,plagiarism_similarity,production_dates,production_locations,crew_roles,casting_roles,review_status
76,Theater,Automated interactive moderator,Special recent better manager bar send really. Wear car fast positive before look. Class learn now on with.,2024-08-15,2024-11-05,Save area war push thousand book half people half compare next attack remember daughter wonder draw box long voice oil.,4.090939224635006,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-10-22', '2024-11-01']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-09-04', '2024-09-08']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-10-27', '2024-10-29']}]","[{'locationType': 'Shooting Location', 'location': 'West Michael'}]","['Casting Director', 'Catering Coordinator', 'Production Designer', 'Production Designer Assistant', 'Makeup Artist', 'Set Designer', 'Art Director', 'Sound Designer']","['Lead Actor', 'Stand-up Comedian', 'Dancer', 'Silent Bit Actor', 'Fight Coordinator']",Needs Review
77,Film,Future-proofed motivating software,"Approach health laugh may stop. Report question mouth factor per son war. Could this beautiful hospital.
When baby clearly born challenge. Themselves minute physical fall.",2024-06-21,2024-12-11,Leader note together fill smile dinner head explain suddenly chance expect what peace claim movement consider compare remain toward some claim bring year.,71.62671554535791,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-10-10', '2024-10-19']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-07-15', '2024-07-25']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-09-14', '2024-09-21']}]","[{'locationType': 'Rehearsal Location', 'location': 'Mikeborough'}, {'locationType': 'Shooting Location', 'location': 'Lake Loganstad'}]","['Script Reader', 'Wardrobe Supervisor', 'Hair Assistant', 'Editor', 'Camera Assistant', 'Special Effects Supervisor', 'Music Supervisor']","['Silent Bit Actor', 'Dancer', 'Musical Performer']",Rejected
78,TV,Digitized holistic knowledge user,"Move building agent use. Way until choose wife. Wish former relate listen face want wonder.
Son rock two full. Rule too cause nearly. Agent pay detail group for.",2025-03-11,2025-07-02,Score indeed kind clearly road today rock increase structure our century field write moment friend value opportunity heart according police event company left.,57.67482410134334,"[{'dateType': 'Shooting Dates', 'dateRange': ['2025-06-29', '2025-07-03']}]","[{'locationType': 'Shooting Location', 'location': 'East Jacob'}]","['Gaffer Assistant', 'Driver', 'Colorist', 'Costume Designer', 'Costume Assistant']","['Lead Actress', 'Child Actor', 'Stunt Performer']",Needs Review
79,Theater,Multi-tiered explicit neural-net,"State few one. Nice less agree able enjoy what strong. Buy program explain conference trade population agreement.
Yes at seat ok not than physical. Window stand health run adult employee ok.",2024-12-05,2025-02-18,Out cold follow first suddenly son even recently guy move goal century carry example.,60.885095503113504,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-01-21', '2025-01-24']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2025-01-14', '2025-01-16']}]","[{'locationType': 'Shooting Location', 'location': 'Samanthaburgh'}]","['Property Master', 'Director of Photography', 'Sound Editor']","['Musical Performer', 'Mime Artist', 'Singer', 'Precision Driver']",Rejected
80,Theater,Customer-focused didactic collaboration,Story somebody next ready weight. Republican reduce sort individual trouble bring capital. Look find guy.,2023-07-14,2023-10-25,Soldier message arrive budget education at property senior site turn day top.,47.02402960496243,"[{'dateType': 'Audition Dates', 'dateRange': ['2023-08-18', '2023-08-28']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-09-20', '2023-09-28']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-07-19', '2023-07-27']}]","[{'locationType': 'Shooting Location', 'location': 'East Meghanview'}]","['Sound Editor', 'Assistant Editor', 'Special Effects Supervisor', 'Costume Assistant', 'Key Grip', 'Legal Advisor', 'Composer']","['Voiceover Artist', 'Precision Driver']",Needs Review
81,Film,Reduced grid-enabled help-desk,"Sit party measure attention standard shake more. Who commercial senior above rise.
Surface listen recently continue pull blue strong. Interest method imagine seven fire letter.",2024-03-19,2024-08-05,Task thus sort voice happen actually purpose public how mission put budget house reason within scientist.,15.088997422237282,"[{'dateType': 'Audition Dates', 'dateRange': ['2024-04-20', '2024-04-26']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-03-31', '2024-04-03']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-05-28', '2024-05-29']}]","[{'locationType': 'Shooting Location', 'location': 'West James'}]","['Makeup Artist', 'Choreographer', 'Production Accountant', 'Driver', 'Production Designer Assistant', 'Assistant Director', 'Visual Effects Supervisor', 'Editor']","['Mime Artist', 'Precision Driver']",Needs Review
82,Film,Open-architected bottom-line emulation,Everything require old event smile popular hundred. Project wear would memory challenge lawyer business. Market pick care between apply attention question.,2025-02-17,2025-04-20,National weight all involve trip himself fire heavy least allow news team field relationship man care resource maintain body push process rate occur live take.,16.34198886221558,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-04-07', '2025-04-12']}]","[{'locationType': 'Rehearsal Location', 'location': 'South Joseshire'}]","['Grip Assistant', 'Driver', 'Storyboard Artist', 'Craft Services', 'Set Dresser']","['Voiceover Artist', 'Musical Performer', 'Fight Coordinator', 'Special Skills Performer']",Approved
83,Film,Multi-tiered reciprocal service-desk,"Fly agreement and student give. Agree through game best generation group goal product. Doctor fine be read than.
College Mrs also price institution method. Entire receive onto worry help hope.",2024-07-10,2024-09-26,Source person when response official option event note most interview girl baby statement measure feel professional finish increase economy middle public natural.,56.13440280158797,"[{'dateType': 'Audition Dates', 'dateRange': ['2024-07-11', '2024-07-21']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-09-08', '2024-09-16']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-09-16', '2024-09-22']}]","[{'locationType': 'Shooting Location', 'location': 'New Victor'}, {'locationType': 'Rehearsal Location', 'location': 'Adamsside'}]","['Production Assistant', 'Director of Photography', 'Runner', 'Assistant Editor', 'Production Designer Assistant', 'Sound Mixer', 'Colorist', 'Choreographer']","['Magician', 'Lead Actor', 'Musical Performer', 'Supporting Actor']",Approved
84,Theater,Seamless zero administration Internet solution,"Art customer leg drive second she such improve. Plant suffer environment expert. Either over image box.
Early still less. Yard instead town dark evening ahead smile.",2025-02-04,2025-04-28,Door number matter building professional oil simple moment market bed outside significant finish strategy say.,74.81202314348278,"[{'dateType': 'Audition Dates', 'dateRange': ['2025-04-23', '2025-04-25']}]","[{'locationType': 'Shooting Location', 'location': 'South Jeffery'}, {'locationType': 'Rehearsal Location', 'location': 'East Jasonview'}]","['Composer', 'Sound Re-recording Mixer', 'Production Coordinator', 'Production Designer', 'Craft Services', 'Camera Operator', 'Costume Assistant', 'Visual Effects Assistant']","['Commercial Model', 'Theater Actor', 'Singer', 'Antagonist', 'Magician']",Rejected
85,Film,Organic incremental extranet,Make hear we first. Little east everyone six certain little. Start again whom paper success production. Real small dream.,2025-01-11,2025-03-20,Smile ever bag single man say unit four institution truth beyond civil end at inside role natural force receive seven political contain.,77.73802175788065,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-02-23', '2025-03-01']}]","[{'locationType': 'Shooting Location', 'location': 'North Richard'}, {'locationType': 'Shooting Location', 'location': 'Leeland'}]","['Costume Designer', 'Costume Assistant', 'Second Assistant Director']","['Host/Presenter', 'Elderly Actor']",Rejected
86,Theater,Customizable cohesive encryption,Suggest rate society floor. Them card community or foreign example base. Consider then war this difference way.,2025-02-19,2025-06-01,Explain management candidate task outside yet executive quality industry impact certainly face energy pay traditional hard range leader.,62.618452666342385,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-02-21', '2025-02-28']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-05-21', '2025-05-26']}]","[{'locationType': 'Shooting Location', 'location': 'Port Marcus'}, {'locationType': 'Rehearsal Location', 'location': 'Mcdanielfurt'}, {'locationType': 'Shooting Location', 'location': 'Fitzgeraldview'}]","['Makeup Assistant', 'Casting Director', 'Sound Mixer', 'Makeup Artist', 'Hair Stylist', 'Camera Operator']","['Musician', 'Radio Actor', 'Dubbing Artist']",Rejected
87,Film,Compatible bandwidth-monitored open architecture,"Four dog traditional. Vote whose our security animal effect people few.
Car throughout American conference college manage. There car fish most center bring. Without material wind.",2025-04-07,2025-09-06,Apply chance discover along employee relationship job yet until American ground remember magazine manage suffer term buy behavior test Congress collection meet evening.,34.0770477972477,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-08-13', '2025-08-17']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2025-07-29', '2025-08-07']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2025-05-18', '2025-05-20']}]","[{'locationType': 'Rehearsal Location', 'location': 'New Katieburgh'}, {'locationType': 'Rehearsal Location', 'location': 'Knappbury'}, {'locationType': 'Shooting Location', 'location': 'Rhodesmouth'}]","['Sound Re-recording Mixer', 'Hair Stylist', 'Set Dresser', 'Colorist', 'Casting Director']","['Radio Actor', 'Protagonist', 'Dancer', 'Child Actor', 'Celebrity Guest']",Approved
88,Theater,Assimilated executive software,Health upon black food ahead least. Law western order accept wide prevent week.,2025-01-07,2025-02-26,Tough page grow benefit happen customer knowledge hold environmental outside bed institution happy control piece behavior message wind put.,68.28477518372948,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-01-22', '2025-01-26']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-02-24', '2025-03-02']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-01-15', '2025-01-19']}]","[{'locationType': 'Rehearsal Location', 'location': 'Taylorland'}, {'locationType': 'Shooting Location', 'location': 'Evansberg'}]","['Screenwriter', 'Catering Coordinator', 'Sound Mixer']","['Narrator', 'Dancer']",Rejected
89,TV,Synergized exuding encryption,"Far answer baby and blue interesting. Let result spend green. Bank me box product conference consider hotel bar.
Onto lawyer prove perhaps enter whom. Decision back word else.",2023-06-29,2023-12-09,Career course staff receive could agree loss certain drop success teach Mrs beat show challenge.,33.52865380063175,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2023-09-18', '2023-09-27']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2023-07-03', '2023-07-06']}, {'dateType': 'Shooting Dates', 'dateRange': ['2023-07-21', '2023-07-22']}]","[{'locationType': 'Rehearsal Location', 'location': 'East Joanne'}, {'locationType': 'Rehearsal Location', 'location': 'Maynardfort'}, {'locationType': 'Rehearsal Location', 'location': 'Port Shannonbury'}]","['Script Reader', 'Runner', 'Makeup Artist']","['Precision Driver', 'Dancer', 'Magician', 'Photo Double', 'Circus Performer']",Approved
90,Film,Exclusive explicit open system,Free bill summer. Woman support say other never fact. Hundred message right very toward test discussion.,2023-10-09,2024-03-23,Training fund own successful prevent capital fall represent where strategy pull same somebody son suddenly perform executive see project can current paper beyond indeed year field decide.,73.56874063198036,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2023-10-18', '2023-10-25']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-10-12', '2023-10-14']}]","[{'locationType': 'Shooting Location', 'location': 'Nicolestad'}]","['Production Assistant', 'Art Department Assistant', 'Choreographer', 'Production Accountant']","['Photo Double', 'Stunt Performer']",Rejected
91,Film,Synergistic cohesive conglomeration,Southern front box. Building difference election future great. Show news to.,2024-09-05,2024-12-29,Free case summer keep indeed shoulder early speak game measure be head senior guess professor charge send instead direction soon including.,74.04588712983637,"[{'dateType': 'Audition Dates', 'dateRange': ['2024-11-23', '2024-12-01']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-12-03', '2024-12-07']}]","[{'locationType': 'Shooting Location', 'location': 'Sherrymouth'}, {'locationType': 'Rehearsal Location', 'location': 'Port Alejandro'}]","['Gaffer', 'Colorist', 'Assistant Camera', 'Unit Production Manager', 'Transportation Coordinator', 'Wardrobe Supervisor', 'Production Coordinator']","['Mime Artist', 'Voice Actor', 'Guest Star', 'Stunt Performer', 'Silent Bit Actor']",Rejected
92,Theater,Programmable asymmetric artificial intelligence,I sign its hotel also two. Total around place require. Win information though red them return finish.,2024-01-06,2024-05-14,Rise science call yeah exist behavior necessary miss serious civil agreement someone or drop similar risk would book art health phone.,62.51741494575457,"[{'dateType': 'Audition Dates', 'dateRange': ['2024-03-14', '2024-03-18']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-01-30', '2024-02-08']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-01-15', '2024-01-23']}]","[{'locationType': 'Shooting Location', 'location': 'South Kennethtown'}]","['Stunt Coordinator', 'Producer', 'Makeup Assistant', 'Unit Production Manager', 'Location Manager', 'Production Accountant', 'Production Assistant', 'Visual Effects Supervisor']","['Supporting Actor', 'Host/Presenter', 'Special Skills Performer']",Rejected
93,TV,Persevering global encoding,Research visit program suddenly doctor federal project. Public research mind easy foreign old state. Lawyer chair international include begin interesting. Live land hard moment.,2023-05-23,2023-06-30,Check he yard field magazine social central operation any thus threat democratic standard major business give that individual of not too sit little result paper.,20.25990673374613,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2023-06-28', '2023-07-03']}]","[{'locationType': 'Shooting Location', 'location': 'New Dana'}, {'locationType': 'Shooting Location', 'location': 'Contrerasberg'}, {'locationType': 'Shooting Location', 'location': 'Christopherchester'}]","['Stunt Coordinator', 'Grip Assistant', 'Special Effects Assistant']","['Elderly Actor', 'Child Actor', 'Musical Performer']",Approved
94,Film,Networked discrete infrastructure,Animal provide kitchen everyone because close agent. Someone religious night buy nice court peace officer. Whatever miss seek.,2024-03-09,2024-06-14,Teacher fish either boy between collection century eight bed fill imagine college.,70.33753854453214,"[{'dateType': 'Audition Dates', 'dateRange': ['2024-05-07', '2024-05-11']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-06-10', '2024-06-15']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-04-09', '2024-04-16']}]","[{'locationType': 'Rehearsal Location', 'location': 'North Jennifer'}]","['Catering Coordinator', 'Art Director', 'Visual Effects Assistant', 'Craft Services', 'Sound Mixer', 'Grip Assistant', 'Unit Production Manager', 'Driver']","['Featured Extra', 'Child Actor', 'Background Actor', 'Celebrity Guest']",Rejected
95,Theater,Innovative human-resource attitude,"Include food heart still. Appear dream others door. Sell his boy art let imagine machine.
Trial affect never only big. Prepare by nothing land suffer matter situation. Health world site Mr.",2023-07-26,2023-09-27,Rise your there decision measure soon this war play woman remain event production focus decision.,78.04916731366438,"[{'dateType': 'Shooting Dates', 'dateRange': ['2023-09-22', '2023-10-02']}, {'dateType': 'Shooting Dates', 'dateRange': ['2023-08-26', '2023-09-01']}, {'dateType': 'Shooting Dates', 'dateRange': ['2023-07-27', '2023-07-31']}]","[{'locationType': 'Rehearsal Location', 'location': 'Lake Sandra'}, {'locationType': 'Rehearsal Location', 'location': 'Smithtown'}]","['Assistant Editor', 'Music Editor', 'Screenwriter', 'Production Designer', 'Grip', 'Set Decoration Assistant', 'Art Director']","['Celebrity Guest', 'Stand-in']",Rejected
96,Film,Synergistic context-sensitive installation,"Several Mrs skin power back all story. Public good spend still group concern. By have cover.
Sea serve quite remember course.",2025-03-06,2025-06-03,Rock ever summer age wide question pass quite third ability interview pull practice take follow such imagine business million many military analysis return another truth.,47.738613315820984,"[{'dateType': 'Audition Dates', 'dateRange': ['2025-04-26', '2025-05-04']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2025-04-18', '2025-04-26']}]","[{'locationType': 'Rehearsal Location', 'location': 'Adamborough'}, {'locationType': 'Rehearsal Location', 'location': 'Christophershire'}, {'locationType': 'Rehearsal Location', 'location': 'Lake Jeremiahchester'}]","['Sound Mixer', 'Script Reader', 'Storyboard Artist', 'Runner', 'Boom Operator']","['Precision Driver', 'Stand-up Comedian', 'Host/Presenter']",Approved
97,Film,Compatible dynamic customer loyalty,"Financial personal benefit lose space or. Various subject east list when strategy start mind.
Simply people shake personal. By window true help three really site artist.",2024-04-08,2024-08-25,Foreign court bill organization attack smile cover of PM eight inside right know during someone art find job where senior find those simply challenge final.,16.728499438786855,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-06-13', '2024-06-17']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-06-03', '2024-06-10']}]","[{'locationType': 'Shooting Location', 'location': 'Tarahaven'}]","['Driver', 'Sound Mixer', 'Art Department Assistant']","['Photo Double', 'Child Actor', 'Voiceover Artist', 'Theater Actor']",Approved
98,Theater,Reverse-engineered stable service-desk,"Down standard nice area. Crime customer training size game property.
Realize system not friend federal forget bit then. Many turn police. Level defense lose shoulder spring.",2023-10-30,2023-12-31,Cultural compare energy big story case pressure those full decision lay hard head commercial money sometimes.,58.993326950727045,"[{'dateType': 'Audition Dates', 'dateRange': ['2023-12-29', '2024-01-07']}]","[{'locationType': 'Rehearsal Location', 'location': 'Johnsland'}]","['Visual Effects Assistant', 'Costume Designer', 'Grip', 'Costume Assistant']","['Elderly Actor', 'Supporting Actress', 'Host/Presenter', 'Circus Performer']",Approved
99,Theater,Decentralized client-server capacity,"Mouth reason fish involve player. Several onto take.
Foreign apply somebody their. Why though decide bank likely professional ask.",2023-08-22,2023-11-21,Effort be seem far million discover American mention from later it happen marriage event agent kid enter away top family maybe.,59.29560960756283,"[{'dateType': 'Audition Dates', 'dateRange': ['2023-10-14', '2023-10-23']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2023-10-23', '2023-10-26']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2023-08-29', '2023-08-31']}]","[{'locationType': 'Rehearsal Location', 'location': 'Saraville'}]","['Wardrobe Supervisor', 'Screenwriter', 'Legal Advisor', 'Camera Assistant', 'Gaffer', 'Music Editor', 'Assistant Camera']","['Magician', 'Silent Bit Actor']",Approved
100,Film,Decentralized asynchronous hierarchy,"Customer cultural forget few spring raise ever.
Your sell science treatment. Show example get. Watch state serious activity pressure writer. Tend dinner rich decide.",2024-07-13,2024-11-09,Figure scene matter probably great different international sell several real federal only nothing allow cause.,49.11626283609251,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-09-15', '2024-09-20']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-10-31', '2024-11-02']}]","[{'locationType': 'Rehearsal Location', 'location': 'Bairdborough'}]","['Boom Operator', 'Production Accountant', 'Assistant Editor']","['Voice Actor', 'Circus Performer', 'Puppeteer', 'Celebrity Guest']",Needs Review
